招聘主题,用人单位,发布日期,浏览次数
硬件测试工程师,亿次网联（杭州）科技有限公司,2021-09-23,107
数字电路设计工程师,新相微电子（西安）有限公司,2021-09-23,182
数字电路验证工程师,新相微电子（西安）有限公司,2021-09-23,177
模拟 IC 设计工程师（成都/上海/杭州）,成都稳海半导体有限公司,2021-09-23,108
器件开发工程师（成都/上海/杭州）,成都稳海半导体有限公司,2021-09-23,112
版图设计工程师（成都/上海/杭州）,成都稳海半导体有限公司,2021-09-23,107
技术支持工程师（全国）,浙江宇视科技有限公司,2021-09-22,121
项目经理,上海华讯网络系统有限公司,2021-09-22,104
技术支持工程师,上海华讯网络系统有限公司,2021-09-22,124
安全工程师,上海华讯网络系统有限公司,2021-09-22,115
集成电路IC设计/应用工程师,北方广微科技有限公司,2021-09-22,118
软硬件测试工程师,纬创资通（重庆）有限公司,2021-09-22,97
解决方案工程师（软件方向）,上海华讯网络系统有限公司,2021-09-22,108
软件开发工程师,上海华讯网络系统有限公司,2021-09-22,103
版图工程师,北方广微科技有限公司,2021-09-22,127
PC软件工程师,嘉兴中科声学科技有限公司,2021-09-22,94
嵌入式软件工程师,嘉兴中科声学科技有限公司,2021-09-22,95
FPGA工程师,北方广微科技有限公司,2021-09-22,135
FPGA工程师,嘉兴中科声学科技有限公司,2021-09-22,96
算法工程师,嘉兴中科声学科技有限公司,2021-09-22,93
产品工程师(PE),纬创资通（重庆）有限公司,2021-09-22,89
硬件测试工程师,嘉兴中科声学科技有限公司,2021-09-22,89
自动化测试工程师(ATE/AFTE),纬创资通（重庆）有限公司,2021-09-22,94
客户服务工程师,纬创资通（重庆）有限公司,2021-09-22,95
机构工程师,纬创资通（重庆）有限公司,2021-09-22,98
包装工程师,纬创资通（重庆）有限公司,2021-09-22,92
治具工程师,纬创资通（重庆）有限公司,2021-09-22,91
新制程导入工程师,纬创资通（重庆）有限公司,2021-09-22,89
FPGA工程师,东莞飞思凌通信技术有限公司,2021-09-22,91
工业工程师,纬创资通（重庆）有限公司,2021-09-22,91
MRO采购管理师,纬创资通（重庆）有限公司,2021-09-22,92
生产管理师,纬创资通（重庆）有限公司,2021-09-22,87
QE工程师,纬创资通（重庆）有限公司,2021-09-22,87
测试工程师,东莞飞思凌通信技术有限公司,2021-09-22,93
测试工程师,纬创资通（重庆）有限公司,2021-09-22,86
硬件工程师,东莞飞思凌通信技术有限公司,2021-09-22,92
FAE维修工程师,纬创资通（重庆）有限公司,2021-09-22,83
机构采购管理师,纬创资通（重庆）有限公司,2021-09-22,88
项目工程师,纬创资通（重庆）有限公司,2021-09-22,87
软件开发工程师,纬创资通（重庆）有限公司,2021-09-22,87
研发工程师,中电科航空电子有限公司,2021-09-22,127
软件工程师,东莞飞思凌通信技术有限公司,2021-09-22,88
施工员、技术员、安全员、质量员,上海隧道工程有限公司河南分公司,2021-09-22,90
市场工程师,东莞飞思凌通信技术有限公司,2021-09-22,92
设备工程师,纬创资通（重庆）有限公司,2021-09-22,89
业务运筹管理师,纬创资通（重庆）有限公司,2021-09-22,89
机构设计工程师,纬创资通（重庆）有限公司,2021-09-22,86
订单管理师,纬创资通（重庆）有限公司,2021-09-22,85
认证工程师,纬创资通（重庆）有限公司,2021-09-22,92
硬件工程师,纬创资通（重庆）有限公司,2021-09-22,86
硬件工程师,北方广微科技有限公司,2021-09-22,110
培训专员,惠州中京电子科技有限公司,2021-09-22,342
招聘专员,惠州中京电子科技有限公司,2021-09-22,334
语音识别算法工程师,博通集成电路（上海）股份有限公司,2021-09-22,83
PQE/FQA工程师,惠州中京电子科技有限公司,2021-09-22,365
网络工程师,惠州中京电子科技有限公司,2021-09-22,353
FPGA工程师-校招,大唐移动通信设备有限公司西安分公司,2021-09-22,83
实施工程师,惠州中京电子科技有限公司,2021-09-22,232
流程工程师,惠州中京电子科技有限公司,2021-09-22,338
开发工程师,惠州中京电子科技有限公司,2021-09-22,227
财务专员,惠州中京电子科技有限公司,2021-09-22,214
软件开发工程师（C\C++）-校招,大唐移动通信设备有限公司西安分公司,2021-09-22,82
产品测试工程师-校招,大唐移动通信设备有限公司西安分公司,2021-09-22,91
Labview软件工程师,北方广微科技有限公司,2021-09-22,101
硬件工程师-校招,大唐移动通信设备有限公司西安分公司,2021-09-22,83
数字集成电路设计工程师,博通集成电路（上海）股份有限公司,2021-09-22,81
采购工程师,惠州中京电子科技有限公司,2021-09-22,228
运营专员,惠州中京电子科技有限公司,2021-09-22,209
BLE 软件开发工程师,博通集成电路（上海）股份有限公司,2021-09-22,81
IC 验证工程师,博通集成电路（上海）股份有限公司,2021-09-22,84
射频集成电路设计工程师,博通集成电路（上海）股份有限公司,2021-09-22,84
模拟集成电路设计工程师,博通集成电路（上海）股份有限公司,2021-09-22,83
射频系统工程师,博通集成电路（上海）股份有限公司,2021-09-22,84
射频模拟版图设计工程师,博通集成电路（上海）股份有限公司,2021-09-22,86
数字后端布局布线工程师,博通集成电路（上海）股份有限公司,2021-09-22,88
Wi-Fi 嵌入式软件开发工程师,博通集成电路（上海）股份有限公司,2021-09-22,85
软件服务工程师,上海华讯网络系统有限公司,2021-09-22,102
Python开发工程师,上海华讯网络系统有限公司,2021-09-22,98
数据开发工程师,上海华讯网络系统有限公司,2021-09-22,101
数据分析工程师,上海华讯网络系统有限公司,2021-09-22,100
算法工程师,上海华讯网络系统有限公司,2021-09-22,88
信息系统开发工程师,上海华讯网络系统有限公司,2021-09-22,99
销售工程师,上海华讯网络系统有限公司,2021-09-22,92
蓝牙嵌入式软件开发工程师,博通集成电路（上海）股份有限公司,2021-09-22,85
开发岗/测试岗/业务分析师,成方金融科技有限公司,2021-09-22,98
蓝牙音频嵌入式软件开发工程师,博通集成电路（上海）股份有限公司,2021-09-22,77
射频与硬件应用工程师,博通集成电路（上海）股份有限公司,2021-09-22,84
雷达数据处理工程师,森思泰克河北科技有限公司,2021-09-22,173
自动驾驶决策与规划算法工程师,森思泰克河北科技有限公司,2021-09-22,166
图像算法工程师,森思泰克河北科技有限公司,2021-09-22,166
slam算法工程师,森思泰克河北科技有限公司,2021-09-22,169
ADAS控制算法工程师,森思泰克河北科技有限公司,2021-09-22,162
ADAS功能开发工程师,森思泰克河北科技有限公司,2021-09-22,158
嵌入式软件工程师-应用方向,森思泰克河北科技有限公司,2021-09-22,182
嵌入式软件工程师-驱动方向,森思泰克河北科技有限公司,2021-09-22,150
Can测试工程师,森思泰克河北科技有限公司,2021-09-22,173
上位机软件工程师,森思泰克河北科技有限公司,2021-09-22,163
硬件工程师,森思泰克河北科技有限公司,2021-09-22,164
FPGA工程师,森思泰克河北科技有限公司,2021-09-22,174
激光雷达电子工程师,森思泰克河北科技有限公司,2021-09-22,161
光学工程师,森思泰克河北科技有限公司,2021-09-22,182
天线工程师,森思泰克河北科技有限公司,2021-09-22,165
射频工程师,森思泰克河北科技有限公司,2021-09-22,160
超声测试工程师,西安华峰医疗科技有限公司,2021-09-21,101
工艺工程师,西安华峰医疗科技有限公司,2021-09-21,89
机械工程师,西安华峰医疗科技有限公司,2021-09-21,89
FPGA开发工程师,西安华峰医疗科技有限公司,2021-09-21,103
研发序列/营销序列/技术序列,烟台东方威思顿电气有限公司,2021-09-21,144
FPGA工程师,深圳华锐金融技术股份有限公司,2021-09-18,98
技术支持工程师,深圳佰维存储科技股份有限公司,2021-09-18,180
内存测试工程师,深圳佰维存储科技股份有限公司,2021-09-18,179
芯片测试工程师,深圳佰维存储科技股份有限公司,2021-09-18,179
软件测试工程师,深圳佰维存储科技股份有限公司,2021-09-18,173
产品经理（国内/国际）,浙江宇视科技有限公司,2021-09-18,128
市场销售经理（国内/国际）,浙江宇视科技有限公司,2021-09-18,106
硬件工程师,浙江宇视科技有限公司,2021-09-18,125
雷达算法工程师,浙江宇视科技有限公司,2021-09-18,117
测试开发工程师,深圳佰维存储科技股份有限公司,2021-09-18,169
QT开发工程师(C++客户端开发）,武汉尺子科技有限公司,2021-09-18,96
软件工程师（嵌入式方向）,上海富瀚微电子股份有限公司,2021-09-18,99
算法工程师,上海富瀚微电子股份有限公司,2021-09-18,101
数字IC工程师（IP/前端/验证方向）,上海富瀚微电子股份有限公司,2021-09-18,105
年薪高达35万！硬件工程师,深圳市英可瑞科技股份有限公司,2021-09-18,145
算法工程师,西安大医集团有限公司,2021-09-18,153
探测器研发工程师,武汉云岭光电有限公司,2021-09-18,79
品质工程师（应届）,武汉云岭光电有限公司,2021-09-18,87
研发助理/研发工程师,武汉云岭光电有限公司,2021-09-18,85
数字IC工程师（IP/前端/验证方向）,上海富瀚微电子股份有限公司,2021-09-18,99
模拟设计工程师,上海富瀚微电子股份有限公司,2021-09-18,90
芯片后端设计工程师,上海富瀚微电子股份有限公司,2021-09-18,91
应用工程师,上海富瀚微电子股份有限公司,2021-09-18,100
助理工程师/工艺助理,武汉云岭光电有限公司,2021-09-18,77
应用工程师,上海富瀚微电子股份有限公司,2021-09-18,89
现场应用工程师（FAE）,上海富瀚微电子股份有限公司,2021-09-18,96
现场应用工程师（FAE）,上海富瀚微电子股份有限公司,2021-09-18,91
C++后端开发工程师,浙江智臾科技有限公司,2021-09-18,128
硬件工程师,上海富瀚微电子股份有限公司,2021-09-18,97
前端开发工程师,浙江智臾科技有限公司,2021-09-18,103
技术支持与解决方案工程师,浙江智臾科技有限公司,2021-09-18,108
封装设计工程师,深圳佰维存储科技股份有限公司,2021-09-18,200
软件测试工程师,浙江智臾科技有限公司,2021-09-18,115
软件开发工程师（C/C++/JAVA/WEB）,浙江宇视科技有限公司,2021-09-18,114
硬件工程师,深圳佰维存储科技股份有限公司,2021-09-18,188
液路工程师,深圳市瑞图生物技术有限公司,2021-09-17,126
